Name,Type,Host,RA dds,Dec dds,DiscDate
ASASSN-14cb,Ia,SDSS J130814.58+620201.2,197.05966666666666,62.033791666666666,2014/06/07
ASASSN-14co,Ia,PGC 56486,239.37441666666666,1.1093911111111112,2014/06/17
ASASSN-14cu,Ia,2MASX_J12470274-2414435,191.76108333333332,-24.24485277777778,2014/06/18
ASASSN-14db,Ia,ESO 75-G49,330.5078541666667,-70.0407648148148,2014/06/22
ASASSN-14dc,IIn,PGC 2035709,34.658091666666664,33.61666944444444,2014/06/24
ASASSN-14dd,Ibn,NGC 2466,116.31027777777778,-71.40392962962964,2014/06/24
ASASSN-14de,Ic,MCG +07-22-42,160.16345833333332,39.33770925925926,2014/06/23
ASASSN-14di,II,IC 188,30.443027777777775,26.545446296296294,2014/06/27
ASASSN-14dl,II,ESO 506-G4,185.46404166666667,-24.165,2014/06/30
ASASSN-14dp,II,ESO 319-G15,170.49327083333333,-37.90680277777778,2014/07/07
ASASSN-14dq,II,UGC 11860,329.4999375,24.268908333333332,2014/07/08
ASASSN-14dz,Ia,MRK 842,226.47711388888888,12.745376851851852,2014/07/13
ASASSN-14ef,Ia,MCG -05-52-46,333.04475,-27.828712037037036,2014/07/20
ASASSN-14em,Ia,SDSS J140149.76+342139.7,210.45814583333333,34.36188055555556,2014/07/24
ASASSN-14eo,Ia,CGCG 461-012,29.403062499999997,16.77240833333333,2014/07/26
ASASSN-14ep,Ia,CGCG 338-006,230.93379166666665,68.63210555555554,2014/07/27
ASASSN-14es,Ia,IC 4462,218.7572,26.544126851851853,2014/07/27
ASASSN-14eu,Ia Pec,MCG -01-38-15,225.15375,-3.846918333333334,2014/08/01
ASASSN-14ew,Ia,2MASX J20220000-5147474,305.50333333333333,-51.796025,2014/08/04
ASASSN-14fa,Ia,ESO 416-G39,43.096091666666666,-31.821683333333333,2014/08/05
ASASSN-14fd,IIn,PGC 43070,191.5616916666667,-40.814591666666665,2014/08/07
ASASSN-14fj,II,NGC 5732,220.16471944444444,38.63291574074074,2014/08/12
ASASSN-14fo,Ia,GALEXASC J203406.21-015759.2,308.52686388888895,-1.9676635185185187,2014/08/15
ASASSN-14fw,Ia,MCG -01-60-44,357.27833749999996,-7.0489395833333335,2014/08/18
ASASSN-14gh,Ia,SDSS J171509.41+414836.1,258.78897916666665,41.81090833333333,2014/08/28
ASASSN-14ha,II,NGC 1566,65.0058875,-54.93807777777778,2014/09/10
ASASSN-14hp,Ia,2MASX J21303015-7038489,322.6309444444444,-70.64287870370372,2014/09/22
ASASSN-14hr,Ia,2MASX J01504127-1431032,27.671794444444444,-14.517993055555557,2014/09/25
ASASSN-14hu,Ia,ESO 58-G12,100.86208333333335,-69.63735833333334,2014/09/27
ASASSN-14ig,Ia,ESO 113-G32,19.0206125,-61.62122777777777,2014/09/21
ASASSN-14ih,Ia,PGC 69190,338.62410416666665,-24.664527777777778,2014/09/19
ASASSN-14ii,Ia,2dFGRS S588Z294,334.1699583333333,-36.161091666666664,2014/09/22
ASASSN-14il,IIn,PGC 3093694,11.3856125,-14.259605555555556,2014/10/01
ASASSN-14in,Ia,2MASX J18242915+5226380,276.12418749999995,52.44197222222222,2014/10/04
ASASSN-14iu,Ia,NGC 2771,137.66480555555555,50.38008518518518,2014/10/12
ASASSN-14iz,II P,ESO 462-G9,305.4577777777778,-31.285212962962962,2014/10/14
ASASSN-14jc,Ia,2MASX J07353554-6246099,113.897025,-62.77018148148148,2014/10/19
ASASSN-14jg,Ia,PGC 128348,353.3079583333333,-60.56998055555556,2014/10/21
ASASSN-14jh,II,MCG +10-13-08,130.18430555555554,57.251374999999996,2014/10/30
ASASSN-14jz,Ia,GALEXASC J184443.33-524819.2,281.1848333333333,-52.801516666666664,2014/11/10
ASASSN-14kd,Ia,2MASX J22532475+0447583,343.35397916666665,4.79925,2014/11/12
ASASSN-14kg,II,CGCG 521-075,26.159911111111114,35.80569166666666,2014/11/17
ASASSN-14ko,IIn,ESO 253-G3,81.32552083333334,-46.00566944444444,2014/11/14
ASASSN-14kp,II,GALEXASC J003952.48-380347.3,9.969081944444445,-38.064502777777776,2014/11/22
ASASSN-14kq,Ia,2MASX J23451480-2947009,356.3148125,-29.783619444444447,2014/11/23
ASASSN-14kr,Ia,GALEXASC J125413.02-073849.5,193.5548611111111,-7.649296666666667,2014/11/23
ASASSN-14lo,Ia,UGC 6837,177.9718125,18.541922222222226,2014/12/08
ASASSN-14lp,Ia,NGC 4666,191.28795833333334,-0.4590175925925926,2014/12/09
ASASSN-14lq,Ia,2MASX J22571481-2058014,344.3309375,-20.966894444444442,2014/12/09
ASASSN-14lt,Ia,IC 299,47.76058888888889,-13.110781481481482,2014/12/10
ASASSN-14lu,Ia,2MASX J14103977-0241003,212.66483333333332,-2.682221111111111,2014/12/09
ASASSN-14lv,Ia,2MASX J23320747-4116097,353.0308055555556,-41.269925925925925,2014/12/12
ASASSN-14lw,Ia,GALEXASC J010647.95-465904.1,16.704883333333335,-46.98323518518519,2014/12/12
ASASSN-14ma,II,SDSS J235509.00+101252.9,358.788040625,10.21507037037037,2014/12/13
ASASSN-14me,Ia,ESO 113-G47,21.66758333333333,-57.997193518518515,2014/12/16
ASASSN-14mf,Ia,GALEXASC J000454.54-322615.3,1.2269130555555556,-32.43739537037036,2014/12/16
ASASSN-14mg,Ia,GALEXASC J025358.03-213854.7,43.492088888888894,-21.648014814814815,2014/12/18
ASASSN-14ms,Ib,SDSS J130408.52+521846.4,196.03610416666666,52.31290833333333,2014/12/26
ASASSN-14mu,Ia,KUG 0923+457,141.57191666666665,45.490322222222225,2014/12/29
ASASSN-14mw,Ia,PGC 6240,25.354822222222225,-65.6170148148148,2014/12/29
ASASSN-14my,Ia,NGC 3774,174.62491666666665,-8.976617083333334,2014/12/29
ASASSN-15ab,IIn,ESO 325-G45,210.776,-38.47513611111111,2015/01/02
ASASSN-15ad,Ia,PGC 902451,95.93697916666667,-16.0975,2014/12/29
ASASSN-15ae,Ia,2MASX J15510599+3425520,237.77413888888887,34.432158333333334,2015/01/01
ASASSN-15aj,Ia,NGC 3449,163.22194444444446,-32.92633703703704,2015/01/08
ASASSN-15ak,Ia Pec,UGC 110,3.00653,26.39369259259259,2015/01/09
ASASSN-15al,Ia,GALEXASC J045749.46-213526.3,74.45679444444444,-21.592804629629626,2015/01/04
ASASSN-15ar,Ia,CGCG 439-010,37.08484583333333,10.384403472222221,2015/01/10
ASASSN-15as,Ia,SDSS J093916.69+062551.1,144.81897222222224,6.430144444444444,2015/01/13
ASASSN-15az,Ia,2MASX J11083863-1014456,167.15677777777776,-10.249397222222221,2015/01/14
ASASSN-15ba,Ia,SDSS J140455.12+085514.0,211.22969444444445,8.920699074074074,2015/01/15
ASASSN-15bb,II,ESO 381-IG48,195.27654166666667,-36.60006759259259,2015/01/16
ASASSN-15bc,Ia,LEDA 170061,61.56099999999999,-8.885634074074074,2015/01/16
ASASSN-15bd,IIb,SDSS J155438.39+163637.6,238.65985416666666,16.610591666666668,2015/01/08
ASASSN-15be,Ia,GALEXASC J025245.83-341850.6,43.19329444444444,-34.31459074074074,2015/01/19
ASASSN-15bf,Ia,2MASX J04384102-4137212,69.67126666666665,-41.62396388888889,2015/01/19
ASASSN-15bk,Ia,CGCG 078-056,236.0518083333333,11.271275694444444,2015/01/12
ASASSN-15bm,Ia,GALEXASC J150551.56-053737.2,226.46494444444446,-5.62695425925926,2015/01/22
ASASSN-15bn,Ia,GALEXASC J155536.57+664316.5,238.8971944444444,66.72201944444446,2015/01/23
ASASSN-15bo,Ia,SDSS J144455.21+243443.9,221.23005555555554,24.578803703703702,2015/01/22
ASASSN-15cb,Ia,CGCG 042-196,189.95919444444448,3.7971583333333334,2015/01/21
ASASSN-15cd,Ia,CGCG 064-017,149.81230555555555,12.988408333333332,2015/01/26
ASASSN-15cq,Ia,CGCG 218-007,200.95145833333333,43.29976759259259,2015/02/08
ASASSN-15cz,Ia,CGCG 292-006,173.85177777777778,57.649890740740744,2015/02/12
ASASSN-15da,Ia,2MASX J05235186-2442081,80.96617777777779,-24.70232037037037,2015/02/12
ASASSN-15db,Ia,NGC 5996,236.74469444444446,17.883989814814814,2015/02/15
ASASSN-15dc,Ia,SDSS J150130.77-003222.9,225.37830208333335,-0.5401163888888888,2015/02/16
ASASSN-15dd,Ia,CGCG 107-031,235.99608333333333,19.211407407407407,2015/02/15
ASASSN-15de,Ia,PGC 35344,172.20693749999998,29.914591666666666,2015/02/17
ASASSN-15df,Ia,SDSS J103529.48+343420.2,158.8738888888889,34.573230555555554,2015/02/15
ASASSN-15dz,Ia,CGCG 080-055,250.33697222222222,8.908796666666666,2015/02/20
ASASSN-15eb,Ia,ESO 561-G12,121.5308888888889,-22.56358518518519,2015/02/26
ASASSN-15ed,Ibn,MCG +09-27-87,252.10491666666667,50.99186481481481,2015/03/01
ASASSN-15fa,Ia,NGC 6319,257.44181249999997,62.97417569444445,2015/03/17
ASASSN-15fi,II,MRK 884,247.95355555555554,20.41072962962963,2015/03/17
ASASSN-15fj,Ia,2MASX J17100856+7443426,257.53575000000006,74.7285,2015/03/18
ASASSN-15fk,Ia,2MASX J05401415-3848285,85.05073333333334,-38.81180462962963,2015/03/19
ASASSN-15fr,Ia,2MASX J09202045-0738229,140.08511111111113,-7.640773333333333,2015/03/24
ASASSN-15fs,Ia,CGCG 229-010,284.6700270833333,43.4688625,2015/03/25
ASASSN-15fy,Ia,Unknown,297.59307291666664,-14.296154861111111,2015/03/29
ASASSN-15fz,II,NGC 5227,203.8548888888889,1.4089329629629628,2015/03/30
ASASSN-15ga,Ia,NGC 4866,194.8638083333333,14.171036111111112,2015/03/30
ASASSN-15go,Ia,2MASX J06113048-162908,92.87695555555557,-16.484405555555558,2015/04/06
ASASSN-15gr,Ia,ESO 266-G15,101.33583333333333,-34.89391203703704,2015/04/09
ASASSN-15gw,Ia,NGC 5536,214.09991666666667,39.502501851851854,2015/04/10
ASASSN-15gz,Ia,2MASX J14423254-1327294,220.63392708333333,-13.460184027777778,2015/04/13
ASASSN-15hc,Ia,LCRS B102206.7-024353,156.16179166666666,-2.9854969444444444,2015/04/14
ASASSN-15he,Ia,ESO 69-G5,247.88972222222222,-67.86762037037036,2015/04/12
ASASSN-15hf,Ia,ESO 375-G41,157.37808333333334,-35.25973888888889,2015/04/17
ASASSN-15hg,Ia,CGCG 063-098,148.4527222222222,9.193830370370371,2015/04/19
ASASSN-15hh,Ia,NGC 2115A,87.82788333333333,-50.58607037037037,2015/04/20
ASASSN-15ho,Ia,2MASXi J0909234-044327,137.34969444444445,-4.7251900000000004,2015/04/19
ASASSN-15hs,IIn,2MASX J15333488-7807258,233.39297222222226,-78.12319259259259,2015/04/24
ASASSN-15hx,Ia,GALEXASC J134316.80-313318.2,205.82003055555558,-31.555919444444445,2015/04/26
ASASSN-15hy,Ia Pec,Unknown,302.50983333333335,-0.7392513888888889,2015/04/25
ASASSN-15hz,Ia,APMUKS(BJ) B222606.49-654315.6,337.40877777777774,-65.46561111111112,2015/04/26
ASASSN-15ic,Ia,2MASX J06145320-4247357,93.71401666666668,-42.79894652777777,2015/04/27
ASASSN-15ih,Ia,GALEXASC J095959.71-025322.1,149.99813888888886,-4.665904861111111,2015/05/04
ASASSN-15ik,IIn,SDSS J110204.81+033003.1,165.5198611111111,3.500742962962963,2015/05/11
ASASSN-15il,Ia,2MASX J15570808-1240252,239.28397222222222,-12.67330648148148,2015/05/11
ASASSN-15ir,II,ESO 569-G9,162.12616666666668,-21.63552314814815,2015/05/08
ASASSN-15ja,Ia,ESO 113-G18,17.41262083333333,-61.33287685185186,2015/05/13
ASASSN-15jb,Ia,2MASX J11200680+3407396,170.0267763888889,34.12860740740741,2015/05/13
ASASSN-15jf,Ia,GALEXASC J222510.84-502347.7,336.29608333333334,-50.39651388888889,2015/05/12
ASASSN-15jg,Ia,SDSS J104655.44-021927.0,161.7318888888889,-2.3249766666666662,2015/05/15
ASASSN-15ji,Ia,ESO 536-G8,353.8098861111111,-22.740016666666673,2015/05/17
ASASSN-15jl,Ia,SDSS J152241.16+505836.1,230.67119687500002,50.97653981481482,2015/05/13
ASASSN-15jm,Ia,2MASX J17210913+2534558,260.2881930555556,25.58208888888889,2015/05/19
ASASSN-15jo,Ia,Abell S753,211.68608333333336,-34.454825925925924,2015/05/20
ASASSN-15jp,II,NGC 3157,152.91230555555558,-31.65111111111111,2015/05/21
ASASSN-15js,Ia,2MFGC 08437,162.65982291666666,12.29699861111111,2015/05/21
ASASSN-15jt,Ia,2MASX J13080914+2749354,197.03802777777778,27.826375000000002,2015/05/22
ASASSN-15ke,Ia,2MASX J15254441+5921091,231.43718750000002,59.35285902777778,2015/05/26
ASASSN-15kg,Ia,2MASX J08401168-0435369,130.05002777777779,-4.591942962962963,2015/05/27
ASASSN-15kj,Ic,ESO 297-G37,29.548170833333337,-39.547069444444446,2015/05/31
ASASSN-15kk,Ia,UGC 4883,139.6291875,74.31870555555555,2015/06/05
ASASSN-15kn,Ia,PGC 42600,190.46061111111112,-7.170003518518519,2015/06/06
ASASSN-15kp,Ia,PGC 158354,194.674,-32.12380833333333,2015/06/07
ASASSN-15kq,Ia,GALEXASC J064843.83-541213.4,102.18286111111111,-54.20462314814815,2015/06/06
ASASSN-15kx,Ia,MCG +06-49-01,334.0491388888889,37.47391296296296,2015/06/10
ASASSN-15kz,II P,IC 4303,204.32786111111113,-28.656523148148143,2015/06/12
ASASSN-15la,Ia,NGC 5517,213.21327777777776,35.71109097222222,2015/06/11
ASASSN-15lf,IIn,NGC 4108,181.68988888888887,67.15667777777777,2015/06/15
ASASSN-15lg,Ia,CGCG 044-042,198.88688888888888,3.500640185185185,2015/06/15
ASASSN-15li,Ia,2MASX J14250783+6253235,216.28272222222222,62.89100555555555,2015/06/16
ASASSN-15ln,II,UGC 546,13.4224,18.091394444444443,2015/06/19
ASASSN-15lo,Ia,GALEXASC J225332.83+194232.9,343.39113888888886,19.70841875,2015/06/19
ASASSN-15lp,Ia,MRK 576,27.293,5.6398077777777775,2015/06/20
ASASSN-15lu,Ia,SDSS J132112.88+401556.7,200.3038333333333,40.26568148148149,2015/06/20
ASASSN-15lx,II,ESO 47-G4,309.0218888888889,-73.10900138888888,2015/06/26
ASASSN-15mc,Ia,UGC 2295,42.24820555555555,3.1695794444444445,2015/07/05
ASASSN-15mf,Ia,UGC 9108 NED02,213.595,2.975273888888889,2015/07/07
ASASSN-15mg,Ia,2MASX J15322270+4150586,233.095,41.849894444444445,2015/07/09
ASASSN-15mi,Ia Pec,MRK 283a,210.81541666666666,41.60376296296297,2015/07/06
ASASSN-15mj,Ib,PGC 2036567,210.56511111111112,33.66119537037037,2015/07/12
ASASSN-15ml,Ia,2MASX J20030163-2154516,300.75697916666667,-21.913408333333333,2015/07/12
ASASSN-15mm,II,SDSS J152523.40+291018.8,231.34795833333334,29.17373611111111,2015/07/13
ASASSN-15mp,Ia,2MASX J0058421-1404122,14.688595833333332,-14.069964814814815,2015/07/17
ASASSN-15mq,Ia,2MASX J05014660-1343503,75.4425,-13.73151388888889,2015/07/18
ASASSN-15ms,Ia,SDSS J145027.61+063713.3,222.61472222222224,6.619913518518519,2015/07/18
ASASSN-15mx,Ia,SDSS J142443.90+260255.4,216.1853125,26.04795277777778,2015/07/19
ASASSN-15ng,II P,ESO 221-G12,207.88191666666668,-48.0760212962963,2015/07/24
ASASSN-15nh,Ia,2MASX J00443129-0301012,11.130366666666667,-3.0170916666666665,2015/07/21
ASASSN-15nn,Ia,UGC 1332,28.075704166666668,48.088119444444445,2015/07/24
ASASSN-15no,Ic,SDSS J153825.20+465404.1,234.60570833333333,46.90176666666666,2015/08/03
ASASSN-15np,Ia,2MASX J15060265+0733415,226.5110277777778,7.5615355555555555,2015/08/06
ASASSN-15nq,Ia,2MFGC 13779,259.33008333333333,33.462015740740746,2015/08/06
ASASSN-15nr,Ia,CGCG 082-031,261.6742222222222,13.909871296296297,2015/08/06
ASASSN-15ns,Ia,MRK 887,250.116875,39.320211111111114,2015/08/06
ASASSN-15nx,II Pec,GALEXASC J044353.08-094205.8,70.97161249999999,-9.703115555555556,2015/08/08
ASASSN-15od,Ia,MCG -01-07-04,35.80501041666666,-4.517219722222222,2015/08/10
ASASSN-15og,Ia CSM,,50.281000000000006,-31.31266666666667,2015/08/13
ASASSN-15oh,Ia,MCG +06-49-27,337.67494027777775,39.29310925925925,2015/08/14
ASASSN-15ol,Ia,NGC 745,28.525177777777774,-56.695125925925915,2015/08/15
ASASSN-15om,Ia,LCRS B021111.4-453206,33.28111666666667,-45.302218518518515,2015/08/15
ASASSN-15on,Ia,SDSS J163636.15+553311.0,249.15077222222226,55.55277129629629,2015/08/16
ASASSN-15os,Ia,GALEXASC J205408.07-551628.8,313.53366666666665,-55.27469722222222,2015/08/22
ASASSN-15ou,Ia,None,51.85811666666667,-47.828803703703706,2015/08/23
ASASSN-15ov,II,2MASX J03305920-1833266,52.74647222222222,-18.556428703703702,2015/08/24
ASASSN-15ox,Ia,LSBG F418-058,50.163611111111116,-32.198522222222216,2015/08/27
ASASSN-15oz,II,HIPASS J1919-33,289.8897708333333,-33.76716111111111,2015/08/31
ASASSN-15pe,Ia,CGCG 226-005,260.0639763888889,39.223948148148146,2015/09/07
ASASSN-15pf,Ia,ESO 241-G16,1.6547500000000002,-44.50907407407407,2015/09/08
ASASSN-15ph,Ia,2MASX J22090684+0144384,332.2790777777778,1.7446635185185186,2015/09/09
ASASSN-15pl,Ia,ESO 545-G25,37.59659895833333,-20.683382638888887,2015/09/11
ASASSN-15pm,Ia,NVSS J013836-044049,24.650345833333333,-4.679956666666667,2015/09/11
ASASSN-15pn,Ia,SDSS J040326.23-052930.6,60.85967777777777,-5.492028518518519,2015/09/11
ASASSN-15pp,Ia,ESO 159-G23,85.04150000000001,-55.54300555555555,2015/09/12
ASASSN-15pr,Ia,2MASX J23063962-1234238,346.66471805555557,-12.572891666666669,2015/09/13
ASASSN-15ps,Ia,Unknown,93.69247916666666,-66.21684537037038,2015/09/17
ASASSN-15py,Ia,SDSS J080519.59+225751.1,121.33116666666668,22.963784259259256,2015/09/25
ASASSN-15qc,Ia,UGC 402,9.824858333333335,3.9500869444444446,2015/10/01
ASASSN-15qh,II,ESO 534-G024,341.30505208333335,-22.72771111111111,2015/10/04
ASASSN-15qy,Ia,2MASX J00011837-3321048,0.3261388888888889,-33.35073425925926,2015/10/11
ASASSN-15qz,IIb,ESO 296-G027,21.400383333333334,-41.46550555555556,2015/10/11
ASASSN-15rb,IIn,SDSS J100807.76+191758.2,152.0342222222222,19.299820370370373,2015/10/12
ASASSN-15re,Ic Pec,CGCG 448-007,312.0322777777778,16.383699074074073,2015/10/13
ASASSN-15rm,Ia,2MFGC 05056,94.01602777777778,-16.82492962962963,2015/10/19
ASASSN-15rp,II,GALEXASC J000337.23-343323.1,0.9052083333333334,-34.55671111111111,2015/10/02
ASASSN-15rq,Ia,GALEXASC J000802.78-363348.1,2.013082222222222,-36.56439351851852,2015/10/21
ASASSN-15rv,Ia,2MASX J04225455-5230097,65.73011666666666,-52.50309074074075,2015/10/24
ASASSN-15rw,Ia,GALEXASC J021558.44+121415.2,33.99315416666666,12.237272222222222,2015/10/24
ASASSN-15sb,Ia,2MFGC 04848,90.20040833333333,-15.399225,2015/10/10
ASASSN-15sf,Ia,APMUKS(BJ) B000853.90-064231.3,2.8650444444444445,-6.427321666666667,2015/10/30
ASASSN-15sh,Ia,2MASX J19320827-6226340,293.0291347222222,-62.441593518518516,2015/11/02
ASASSN-15so,Ia,NGC 3583,168.54599374999998,48.31871481481482,2015/11/08
ASASSN-15ss,Ia,MCG -02-16-04,93.13917500000001,-14.257485185185184,2015/11/11
ASASSN-15sx,Ia,ESO 472-G18,3.059866666666667,-27.193119444444445,2015/11/19
ASASSN-15ta,Ib,GALEXASC J202933.17-615703.5,307.3880833333333,-61.95096481481482,2015/11/14
ASASSN-15tb,Ia,LCRS B123822.1-062502,190.24230138888888,-6.693007962962963,2015/11/23
ASASSN-15tf,Ia,2MASX J21291986-2305268,322.33475000000004,-23.094302777777777,2015/11/29
ASASSN-15tg,Ia,GALEXASC J002041.66+251341.1,5.171066666666666,25.229071296296297,2015/11/30
ASASSN-15ti,Ia,2MASX J03051061+3754003,46.285872222222224,37.900098148148146,2015/12/01
ASASSN-15tj,Ia,SDSS J075527.63+520911.1,118.86936458333335,52.157911111111105,2015/12/03
ASASSN-15tm,II P,2MASX J23273537+2924275,351.8983125,29.408652083333333,2015/12/04
ASASSN-15ts,Ia,2MASX J03344211-2050502,53.67508888888889,-20.846394444444442,2015/12/06
ASASSN-15tt,Ia,2MASXi J0638012-373927,99.50620555555554,-37.65859259259259,2015/12/08
ASASSN-15tu,IIb,2MASX J22340166-3223490,338.5108333333333,-32.398212962962965,2015/12/08
ASASSN-15tz,Ia,UGC 2164,40.28691111111112,43.68021296296297,2015/12/12
ASASSN-15ua,IIn,GALEXASC J133454.49+105906.7,203.72697638888886,10.984614583333332,2015/12/12
ASASSN-15ub,Ia,CGCG 314-006,166.80432291666665,65.09944537037036,2015/12/14
ASASSN-15ug,Ia,Unknown,101.25700416666666,63.24998472222222,2015/12/18
ASASSN-15uh,Ia Pec,KUG 0925+693,142.55703333333335,69.11737777777778,2015/12/18
ASASSN-15uk,Ia,SDSS J144816.71+171235.6,222.06964583333334,17.210044444444446,2015/12/23
ASASSN-15ul,II,KUG 1457+066,225.11527083333334,6.45539625,2015/12/23
ASASSN-15um,Ic,2MASX J05395948-8022191,85.02178472222222,-80.37299907407406,2015/12/28
ASASSN-15uo,IIn Pec,GALEXASC J011659.34-045630.6,14.963700333333332,-14.788535999999999,2015/12/29
ASASSN-15up,Ia,GALEXASC J042539.92-494621.0,66.41358611111112,-49.77208703703704,2015/12/29
ASASSN-15uq,Ia,Unknown,107.49468750000001,-65.1324861111111,2015/12/29
ASASSN-15us,Ia,NGC 7213,332.29011249999996,-47.133916666666664,2015/12/29
ASASSN-15ut,Ia,NGC 88,5.33787638888889,-48.641770370370374,2015/12/30
ASASSN-15uu,Ia,MCG +03-05-13,25.98571111111111,17.062325925925926,2015/12/29
ASASSN-15uv,Ia,2MASX J08270817+2748382,126.78387604166666,27.811597222222225,2015/12/31
ASASSN-15uw,Ia,2MASX J02353437-0603496,38.89293472222223,-6.063041666666667,2015/12/31
ASASSN-16ab,II,CGCG 012-116,178.76784375,1.7186086111111112,2016/01/03
ASASSN-16ar,Ia,2MASX J04283087-1739233,67.12848333333334,-17.65649583333333,2016/01/17
ASASSN-16at,II P,UGC 8041,193.81479166666668,0.09991666666666667,2016/01/20
ASASSN-16av,Ia,NGC 3926 NED02,177.86775,22.026180555555555,2016/01/18
ASASSN-16ax,Ia,2MASX J01312331+6019128,22.846591666666665,60.32047916666667,2016/01/26
ASASSN-16cu,Ia,IC 4723,278.986,-63.3739,2016/03/06
ASASSN-16dx,Ia,APMUKS(BJ) B032028.93-441621.0,50.5535,-44.0947,2016/04/02
ASASSN-16ej,Ia,UGC 11409,287.656,37.6547,2016/04/11
ASASSN-16et,Ia,2MASX J10200192+5627397,155.007,56.461000000000006,2016/04/27
ASASSN-16eu,II P,NGC 2649,131.046,34.7156,2016/04/30
ASASSN-16ex,Ia-09dc,SDSS J171023.63+262350.3,257.6,26.3966,2016/05/03
ASASSN-16fc,Ia,SDSS J153151.40+372445.8,232.964,37.4133,2016/05/15
ASASSN-16fd,Ia,2MASX J22212881-2215454,335.372,-22.2628,2016/05/15
ASASSN-16fe,Ia,APMUKS(BJ) B225823.09-373218.0,345.298,-37.2692,2016/05/15
ASASSN-16ff,Ib,ESO 218-G008,187.973,-51.7475,2016/05/14
ASASSN-16fg,Ia,2MASX J00051603-1629348,1.3171791666666666,-16.4925,2016/05/16
ASASSN-16fh,Ia,2MASXi J0002057-265846,0.52335,-26.980099999999997,2016/05/15
ASASSN-16fj,Ia,IC 1289,277.51,39.9651,2016/05/20
ASASSN-16fl,Ia,2MASX J10065350-1543022,151.72699999999998,-15.7169,2016/05/25
ASASSN-16fn,Ia,Unknown,194.245,-15.5363,2016/05/26
ASASSN-16fo,Ia-91T,2MASX J13323577-0516218,203.149,-5.27259,2016/05/26
ASASSN-16fv,Ia,IC 4705,277.04299999999995,-71.6941,2016/06/06
ASASSN-16fx,Ia,GALEXASC J020044.56-461644.0,30.187400000000004,-46.2803,2016/06/08
ASASSN-16gm,Ia,GALEXASC J200348.67-601528.7,300.955,-60.2557,2016/06/24
ASASSN-16gz,Ia,APMUKS(BJ) B043218.28-211910.3,68.6148,-21.2153,2016/07/06
ASASSN-16ha,Ia,FAIRALL 0673,15.8762,-47.0243,2016/07/07
ASASSN-16hh,Ia,MCG +03-06-031,31.155900000000006,21.5861,2016/07/17
ASASSN-16hn,II,GALEXASC J000403.88-344851.6,1.01606,-34.8144,2016/07/24
ASASSN-16hw,Ia,GALEXASC J215327.92-342420.8,328.366,-34.406,2016/07/29
ASASSN-16hz,Ia,2MASX J23154564-0120135,348.94,-1.33965,2016/08/01
ASASSN-16jt,IIn-09ip,ESO 344-G021,334.956,-40.667899999999996,2016/08/31
ASASSN-16jw,Ia,IC 1780,31.7133,14.7226,2016/09/05
ASASSN-16kk,Ia-91T,LSBG F156-039,62.6318,-54.684999999999995,2016/09/09
ASASSN-16km,Ia,ESO 197-G010,28.3024,-49.5603,2016/09/12
ASASSN-16lc,Ia,GALEXASC J192901.47-515813.5,292.252,-51.971000000000004,2016/09/30
ASASSN-16mc,Ia,ESO 233-IG014,299.67199999999997,-52.3566,2016/10/21
ASASSN-17oh,II,ESO 293-G22,359.50303541666665,-41.534080555555555,2017/11/08
